id,titulo,tipo,genero,ano,rating,duracion,plataforma,idioma,pais,director,clasificacion,votos,presupuesto,ingresos,ganancias,actor_principal,estudio,fecha_estreno,sinopsis
19513,El rey algoritmo Vol. 4,Serie,Romance,1995,1.2,47,"Apple TV+, Disney+",Portugués,España,Martin Scorsese,NC-17,448736,98.1,414.0,315.9,Robert Downey Jr.,A24,1995-06-16,Un misterio escalofriante que desvela secretos familiares ocultos.
19514,Stranger Code Vol. 1,Serie,Drama,2005,7.0,37,"Disney+, HBO Max",Alemán,Francia,Christopher Nolan,G,2084647,233.4,99.0,-134.4,Tom Hanks,A24,2005-05-19,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19515,El despertar de la base de datos Vol. 3,Película,Suspenso,1981,9.2,119,"HBO Max, Prime Video",Portugués,Japón,Christopher Nolan,PG-13,434865,239.0,1060.2,821.2,Morgan Freeman,Columbia Pictures,1981-07-23,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19516,Los señores del algoritmo (1975),Película,Crimen,1975,7.7,176,Disney+,Inglés,Reino Unido,James Cameron,NC-17,1783128,82.9,311.1,228.2,Natalie Portman,Warner Bros.,1975-08-13,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19517,Batman: El programador de la noche (2004),Serie,"Terror, Documental",2004,5.6,64,Apple TV+,Inglés,Reino Unido,Christopher Nolan,PG,1141616,95.8,150.9,55.1,Christian Bale,Warner Bros.,2004-10-20,Un misterio escalofriante que desvela secretos familiares ocultos.
19518,La milla de código Vol. 1,Película,Comedia,1980,7.7,157,Prime Video,Español,Reino Unido,Steven Spielberg,R,1859298,107.2,170.0,62.8,Brad Pitt,A24,1980-06-03,Un viaje fantástico a través de dimensiones inexploradas del universo.
19519,El secreto de los datos (1970),Serie,Comedia,1970,7.6,45,"Prime Video, Disney+",Inglés,USA,James Cameron,R,2175231,206.8,801.2,594.4,Joaquin Phoenix,A24,1970-10-23,Un análisis profundo del impacto social e histórico de las grandes eras.
19520,Avatar: Renderizado (1992),Película,Suspenso,1992,6.6,201,"HBO Max, Netflix",Español,Reino Unido,Guillermo del Toro,PG,1404986,12.3,34.8,22.5,Leonardo DiCaprio,Walt Disney Studios,1992-09-19,Un viaje fantástico a través de dimensiones inexploradas del universo.
19521,Juego de Servidores (1985),Película,"Crimen, Aventura, C.Ficción",1985,9.7,98,Prime Video,Español,Francia,Guillermo del Toro,NC-17,2312053,165.9,275.0,109.1,Cillian Murphy,Marvel Studios,1985-11-23,Un viaje fantástico a través de dimensiones inexploradas del universo.
19522,Gladiador del backend (1993),Serie,Acción,1993,2.5,54,Netflix,Inglés,Japón,Martin Scorsese,PG,1889198,122.4,210.7,88.3,Brad Pitt,Universal Pictures,1993-07-21,Un viaje fantástico a través de dimensiones inexploradas del universo.
19523,El silencio de los compiladores (2005),Serie,Acción,2005,9.4,64,"Netflix, Prime Video",Alemán,USA,James Cameron,PG,1754885,65.6,198.7,133.1,Scarlett Johansson,Warner Bros.,2005-09-05,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19524,El Resplandor del Monitor Vol. 3,Película,"Fantasía, Terror, Comedia",2012,4.7,108,"Disney+, HBO Max",Portugués,USA,Denis Villeneuve,R,1649229,185.0,629.2,444.2,Scarlett Johansson,Walt Disney Studios,2012-06-10,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19525,La casa de código Vol. 3,Película,Fantasía,1986,5.4,101,"Apple TV+, HBO Max",Portugués,Canadá,Hayao Miyazaki,PG,189334,141.4,187.4,46.0,Matthew McConaughey,Netflix Studio,1986-08-22,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19526,Pandas salvajes Vol. 2,Película,"Documental, Acción",1987,8.9,117,Disney+,Alemán,Francia,Christopher Nolan,R,14379,49.6,209.9,160.3,Cillian Murphy,Universal Pictures,1987-05-02,Un misterio escalofriante que desvela secretos familiares ocultos.
19527,Pandas salvajes Vol. 3,Serie,Drama,2003,9.2,60,"Disney+, Apple TV+",Inglés,México,Martin Scorsese,PG,1578658,21.3,21.8,0.5,Brad Pitt,Universal Pictures,2003-11-04,Un misterio escalofriante que desvela secretos familiares ocultos.
19528,Código de honor Vol. 1,Serie,Suspenso,1991,3.9,52,Apple TV+,Portugués,Canadá,James Cameron,G,2263585,242.8,99.0,-143.8,Matthew McConaughey,A24,1991-04-27,Un drama conmovedor que explora los límites de la mente y la tecnología.
19529,Gladiador del backend Vol. 4,Película,"Fantasía, Comedia",2014,9.7,206,"Apple TV+, HBO Max",Portugués,Canadá,James Cameron,NC-17,876571,24.7,109.6,84.9,Joaquin Phoenix,Warner Bros.,2014-03-22,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19530,En busca del commit perdido Vol. 4,Serie,Fantasía,1995,8.7,30,"Disney+, Netflix",Inglés,Japón,Denis Villeneuve,NC-17,1956588,104.8,224.8,120.0,Brad Pitt,Paramount Pictures,1995-03-26,Un drama conmovedor que explora los límites de la mente y la tecnología.
19531,El Heatmap del Destino Vol. 1,Serie,"Documental, Terror",2005,9.4,59,"Prime Video, Disney+",Español,USA,Denis Villeneuve,PG,953660,58.5,245.2,186.7,Cillian Murphy,Marvel Studios,2005-07-02,Un análisis profundo del impacto social e histórico de las grandes eras.
19532,Los señores del algoritmo Vol. 4,Serie,Aventura,2021,6.9,42,Prime Video,Español,Canadá,Denis Villeneuve,PG-13,1325224,96.3,97.2,0.9,Christian Bale,Columbia Pictures,2021-07-07,Un análisis profundo del impacto social e histórico de las grandes eras.
19533,El laberinto del silicio Vol. 2,Película,"Suspenso, Comedia",2004,8.5,190,HBO Max,Francés,Francia,Denis Villeneuve,PG,338349,249.2,1109.5,860.3,Natalie Portman,A24,2004-06-13,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19534,Matrix Reloaded in Python (1974),Serie,Crimen,1974,4.7,55,"Disney+, HBO Max",Francés,Reino Unido,Hayao Miyazaki,G,1364070,231.5,1011.3,779.8,Christian Bale,Columbia Pictures,1974-03-08,Un análisis profundo del impacto social e histórico de las grandes eras.
19535,Cazadores de código Vol. 2,Película,"Suspenso, C.Ficción",2016,6.5,105,Disney+,Francés,Canadá,Christopher Nolan,G,28695,207.1,686.2,479.1,Matthew McConaughey,Netflix Studio,2016-10-19,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19536,El Heatmap del Destino (2017),Película,"Crimen, Fantasía",2017,9.7,126,Prime Video,Inglés,Japón,Martin Scorsese,G,1055113,109.9,167.9,58.0,Brad Pitt,Columbia Pictures,2017-12-14,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19537,Los señores del algoritmo (2017),Serie,Aventura,2017,7.9,32,"Apple TV+, HBO Max",Alemán,Francia,Quentin Tarantino,PG,2335219,104.1,123.5,19.4,Brad Pitt,Netflix Studio,2017-04-05,Un viaje fantástico a través de dimensiones inexploradas del universo.
19538,Avatar: Renderizado Vol. 1,Película,Comedia,1997,9.6,129,"Disney+, Netflix",Portugués,México,Guillermo del Toro,NC-17,551721,140.1,394.2,254.1,Meryl Streep,Universal Pictures,1997-05-27,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19539,Batman: El programador de la noche (1971),Serie,"Terror, Suspenso, Aventura",1971,6.9,47,"Prime Video, Netflix",Portugués,Japón,Hayao Miyazaki,NC-17,1874497,158.7,99.7,-59.0,Christian Bale,Walt Disney Studios,1971-06-10,Un drama conmovedor que explora los límites de la mente y la tecnología.
19540,FastAPI veloz Vol. 3,Serie,Comedia,2015,4.7,44,"Netflix, Disney+",Inglés,Canadá,Guillermo del Toro,PG,180876,238.5,264.3,25.8,Scarlett Johansson,Paramount Pictures,2015-06-19,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19541,Gladiador del backend Vol. 2,Serie,Fantasía,1972,6.4,55,"Netflix, Prime Video",Español,España,Steven Spielberg,PG,1610998,11.5,39.4,27.9,Meryl Streep,Marvel Studios,1972-09-28,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19542,FastAPI veloz (2024),Serie,"Aventura, C.Ficción, Romance",2024,6.1,47,Netflix,Portugués,Canadá,Martin Scorsese,R,1248832,246.1,131.1,-115.0,Christian Bale,Walt Disney Studios,2024-07-17,Un drama conmovedor que explora los límites de la mente y la tecnología.
19543,Los señores del algoritmo (1986),Serie,"Terror, Suspenso",1986,7.8,29,"Prime Video, HBO Max",Inglés,USA,Denis Villeneuve,PG-13,740348,28.6,62.6,34.0,Natalie Portman,Marvel Studios,1986-05-24,Un viaje fantástico a través de dimensiones inexploradas del universo.
19544,El silencio de los compiladores (1974),Película,Crimen,1974,7.6,171,Apple TV+,Francés,Reino Unido,Steven Spielberg,PG-13,2299763,125.7,88.9,-36.8,Christian Bale,Universal Pictures,1974-01-13,Un misterio escalofriante que desvela secretos familiares ocultos.
19545,El secreto de los datos (2019),Serie,Suspenso,2019,6.9,30,Apple TV+,Inglés,USA,Quentin Tarantino,G,1884189,104.6,336.9,232.3,Matthew McConaughey,Marvel Studios,2019-05-28,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19546,Parque de Servidores Vol. 4,Serie,Documental,2008,8.2,41,Disney+,Alemán,Japón,James Cameron,PG-13,2421053,188.3,695.2,506.9,Matthew McConaughey,Columbia Pictures,2008-09-10,Un misterio escalofriante que desvela secretos familiares ocultos.
19547,El despertar de la base de datos (2024),Película,"Aventura, Comedia, Acción",2024,8.2,197,Apple TV+,Español,Canadá,Guillermo del Toro,NC-17,693283,222.7,889.3,666.6,Leonardo DiCaprio,Walt Disney Studios,2024-05-14,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19548,Pulp Python Vol. 4,Película,Aventura,1971,7.8,140,"Prime Video, Apple TV+",Inglés,USA,Guillermo del Toro,PG,1888126,145.4,545.2,399.8,Robert Downey Jr.,Marvel Studios,1971-04-01,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19549,El Padrino del código (1974),Serie,"Crimen, Suspenso",1974,1.1,50,"Prime Video, Apple TV+",Español,Francia,Hayao Miyazaki,R,439525,160.2,393.3,233.1,Natalie Portman,A24,1974-10-15,Un viaje fantástico a través de dimensiones inexploradas del universo.
19550,Parque de Servidores Vol. 3,Serie,"C.Ficción, Comedia, Acción",2004,5.0,43,HBO Max,Inglés,USA,Steven Spielberg,PG,2443993,136.6,327.8,191.2,Brad Pitt,Walt Disney Studios,2004-08-21,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19551,Avatar: Renderizado (1983),Serie,"Fantasía, Documental",1983,5.8,27,Disney+,Portugués,Francia,James Cameron,PG,228745,220.4,357.4,137.0,Cillian Murphy,Walt Disney Studios,1983-07-08,Un viaje fantástico a través de dimensiones inexploradas del universo.
19552,La red de la IA (1992),Película,"Drama, Aventura, Crimen",1992,9.0,155,"Netflix, HBO Max",Francés,Reino Unido,Hayao Miyazaki,G,561652,142.6,251.1,108.5,Matthew McConaughey,Warner Bros.,1992-04-08,Un análisis profundo del impacto social e histórico de las grandes eras.
19553,Los señores del algoritmo Vol. 4,Serie,"Acción, Fantasía, Comedia",1989,9.4,56,Netflix,Francés,México,Martin Scorsese,R,779885,210.7,387.4,176.7,Cillian Murphy,Paramount Pictures,1989-06-25,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19554,Parque de Servidores (2004),Película,Acción,2004,8.7,101,Apple TV+,Francés,México,Hayao Miyazaki,R,1653076,96.1,268.9,172.8,Matthew McConaughey,Universal Pictures,2004-09-05,Una comedia hilarante sobre las complejidades de la vida cotidiana.
19555,La milla de código (1990),Película,"Terror, Aventura",1990,9.7,197,Apple TV+,Portugués,Canadá,Christopher Nolan,NC-17,1758117,160.6,615.6,455.0,Tom Hanks,Universal Pictures,1990-04-06,Un análisis profundo del impacto social e histórico de las grandes eras.
19556,Crónicas de Git (1994),Película,C.Ficción,1994,8.8,165,Netflix,Alemán,Canadá,Denis Villeneuve,R,2233330,163.7,166.5,2.8,Natalie Portman,Marvel Studios,1994-11-17,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19557,Inception: Loop Infinito (2013),Serie,Aventura,2013,5.5,62,"Apple TV+, Disney+",Alemán,Japón,Christopher Nolan,R,2261478,161.6,580.8,419.2,Meryl Streep,Columbia Pictures,2013-05-13,Un drama conmovedor que explora los límites de la mente y la tecnología.
19558,En busca del commit perdido (1972),Película,Comedia,1972,7.2,87,"Apple TV+, Prime Video",Español,USA,Martin Scorsese,PG,1579269,245.3,140.2,-105.1,Tom Hanks,Universal Pictures,1972-04-13,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19559,La terminal de los secretos Vol. 3,Serie,"Romance, Fantasía, Terror",1993,5.0,33,Disney+,Español,México,Hayao Miyazaki,R,700029,189.4,246.6,57.2,Scarlett Johansson,Warner Bros.,1993-07-13,Un misterio escalofriante que desvela secretos familiares ocultos.
19560,Crónicas de Git Vol. 2,Película,"Acción, C.Ficción",2010,5.6,125,"Netflix, Disney+",Alemán,Francia,James Cameron,G,992626,52.1,129.4,77.3,Leonardo DiCaprio,Netflix Studio,2010-04-03,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19561,Cazadores de código (1981),Película,"Aventura, Romance",1981,7.6,135,"Disney+, HBO Max",Portugués,Francia,James Cameron,NC-17,1492187,193.0,420.6,227.6,Natalie Portman,Netflix Studio,1981-11-23,Un análisis profundo del impacto social e histórico de las grandes eras.
19562,Interstellar II Vol. 3,Serie,"Aventura, Acción, Romance",1972,6.3,32,Disney+,Inglés,Francia,Martin Scorsese,PG-13,2393313,87.3,65.7,-21.6,Morgan Freeman,Marvel Studios,1972-09-21,Un viaje fantástico a través de dimensiones inexploradas del universo.
19563,El precio del servidor (1971),Película,Crimen,1971,8.4,172,Netflix,Español,Canadá,James Cameron,PG-13,2086821,93.1,158.1,65.0,Robert Downey Jr.,Walt Disney Studios,1971-11-22,Un misterio escalofriante que desvela secretos familiares ocultos.
19564,Los señores del algoritmo (1970),Película,"Comedia, C.Ficción",1970,4.6,210,Prime Video,Alemán,USA,Martin Scorsese,NC-17,327480,234.7,211.0,-23.7,Robert Downey Jr.,Walt Disney Studios,1970-03-10,Un misterio escalofriante que desvela secretos familiares ocultos.
19565,Parque de Servidores (1985),Película,"Terror, Suspenso",1985,5.2,89,Netflix,Inglés,México,Steven Spielberg,PG,1652565,164.8,552.3,387.5,Matthew McConaughey,Universal Pictures,1985-07-01,Un análisis profundo del impacto social e histórico de las grandes eras.
19566,Inception: Loop Infinito Vol. 2,Película,"Romance, Fantasía",1973,5.8,181,Prime Video,Alemán,Japón,Quentin Tarantino,G,2006032,206.9,431.4,224.5,Meryl Streep,Netflix Studio,1973-08-24,Un análisis profundo del impacto social e histórico de las grandes eras.
19567,Juego de Servidores (2019),Película,"Comedia, Acción",2019,7.2,131,"Netflix, Disney+",Francés,México,Denis Villeneuve,PG,501805,210.4,368.2,157.8,Tom Hanks,Columbia Pictures,2019-03-26,Un drama conmovedor que explora los límites de la mente y la tecnología.
19568,El secreto de los datos Vol. 2,Película,"Romance, Drama, C.Ficción",2021,6.0,203,"Prime Video, Netflix",Inglés,USA,James Cameron,G,2319354,84.3,313.3,229.0,Leonardo DiCaprio,Paramount Pictures,2021-10-10,Un viaje fantástico a través de dimensiones inexploradas del universo.
19569,Donut Chart Adventure Vol. 2,Serie,Romance,1983,7.1,39,HBO Max,Portugués,España,Martin Scorsese,PG-13,2333567,32.6,119.9,87.3,Matthew McConaughey,Warner Bros.,1983-06-27,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19570,El laberinto del silicio (1970),Serie,Crimen,1970,6.7,61,Disney+,Inglés,USA,Denis Villeneuve,PG-13,1663598,108.7,310.7,202.0,Joaquin Phoenix,Netflix Studio,1970-03-17,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19571,Django desencadenado (2012),Serie,Documental,2012,5.4,60,Disney+,Español,Canadá,Hayao Miyazaki,NC-17,244136,212.9,894.1,681.2,Matthew McConaughey,Paramount Pictures,2012-05-16,Un drama conmovedor que explora los límites de la mente y la tecnología.
19572,El despertar de la base de datos (1986),Serie,"Comedia, Romance",1986,8.1,60,"Disney+, Netflix",Inglés,México,Christopher Nolan,G,1515543,25.0,82.3,57.3,Joaquin Phoenix,Walt Disney Studios,1986-06-15,Un drama conmovedor que explora los límites de la mente y la tecnología.
19573,FastAPI veloz (2018),Película,"Documental, Suspenso, Comedia",2018,8.8,138,Disney+,Francés,España,James Cameron,G,1775587,21.5,86.4,64.9,Morgan Freeman,Warner Bros.,2018-11-13,Un misterio escalofriante que desvela secretos familiares ocultos.
19574,El despertar de la base de datos (1970),Película,"Documental, Aventura",1970,9.0,157,"Disney+, Apple TV+",Alemán,Japón,Denis Villeneuve,PG-13,2257827,176.7,533.8,357.1,Morgan Freeman,Universal Pictures,1970-07-18,Un análisis profundo del impacto social e histórico de las grandes eras.
19575,Titanic: Bug Hundido Vol. 4,Película,Romance,1974,9.7,189,"Prime Video, HBO Max",Francés,Canadá,Hayao Miyazaki,R,1696463,246.8,897.7,650.9,Morgan Freeman,Universal Pictures,1974-07-21,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
19576,El laberinto del silicio Vol. 4,Serie,Aventura,1989,6.4,56,"Disney+, Prime Video",Inglés,Canadá,Quentin Tarantino,G,2036633,173.2,658.7,485.5,Cillian Murphy,Warner Bros.,1989-09-05,Un drama conmovedor que explora los límites de la mente y la tecnología.
19577,Parque de Servidores (2015),Serie,Terror,2015,5.3,34,Disney+,Alemán,Japón,Steven Spielberg,NC-17,2307539,115.8,264.2,148.4,Tom Hanks,Columbia Pictures,2015-04-25,Un viaje fantástico a través de dimensiones inexploradas del universo.
19578,En busca del commit perdido Vol. 2,Serie,Fantasía,1995,4.8,41,"Netflix, Prime Video",Alemán,España,Steven Spielberg,PG,2009754,67.1,103.8,36.7,Meryl Streep,Walt Disney Studios,1995-06-14,Un misterio escalofriante que desvela secretos familiares ocultos.
19579,Pulp Python (1975),Serie,"C.Ficción, Romance, Suspenso",1975,9.0,40,"Apple TV+, Netflix",Portugués,USA,Guillermo del Toro,PG,1768103,5.6,11.0,5.4,Christian Bale,A24,1975-09-28,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
19580,Interstellar II (1976),Película,"Comedia, Suspenso",1976,9.6,85,"HBO Max, Prime Video",Español,Canadá,Steven Spielberg,NC-17,2493639,124.3,500.1,375.8,Brad Pitt,Paramount Pictures,1976-06-02,Un drama conmovedor que explora los límites de la mente y la tecnología.
19581,El Heatmap del Destino (1980),Serie,"Fantasía, Acción, C.Ficción",1980,6.3,54,"HBO Max, Prime Video",Español,Francia,Hayao Miyazaki,PG-13,1011705,144.5,554.6,410.1,Cillian Murphy,Walt Disney Studios,1980-08-07,Un viaje fantástico a través de dimensiones inexploradas del universo.
19582,Los señores del algoritmo (2007),Serie,"Aventura, Documental, Terror",2007,6.5,37,Prime Video,Portugués,Francia,James Cameron,R,269354,23.0,12.5,-10.5,Robert Downey Jr.,A24,2007-10-02,Un drama conmovedor que explora los límites de la mente y la tecnología.
